10000,36
10000,45
10000,31
10000,32
10000,35
10000,33
10000,33
10000,34
10000,31
10000,33
10000,35
10000,31
10000,36
10000,33
10000,31
10000,31
10000,32
10000,32
10000,32
10000,31
10000,34
10000,36
10000,31
10000,31
10000,31
10000,31
10000,32
10000,34
10000,35
10000,33
10000,37
10000,30
10000,32
10000,32
10000,31
10000,33
10000,30
10000,31
10000,35
10000,36
10000,33
10000,31
10000,32
10000,36
10000,32
10000,30
10000,32
10000,31
10000,32
10000,32
10000,31
10000,31
10000,32
10000,30
10000,31
10000,32
10000,32
10000,34
10000,31
10000,30
10000,33
10000,33
10000,32
10000,30
10000,30
10000,31
10000,32
10000,32
10000,34
10000,37
10000,33
10000,30
10000,33
10000,30
10000,34
10000,35
10000,31
10000,32
10000,31
10000,31
10000,33
10000,31
10000,32
10000,30
10000,30
10000,35
10000,30
10000,36
10000,37
10000,31
10000,32
10000,30
10000,35
10000,37
10000,34
10000,30
10000,32
10000,35
10000,32
10000,50
15000,86
15000,80
15000,68
15000,76
15000,69
15000,68
15000,70
15000,77
15000,68
15000,75
15000,74
15000,71
15000,68
15000,68
15000,77
15000,69
15000,67
15000,67
15000,68
15000,70
15000,72
15000,73
15000,70
15000,69
15000,69
15000,70
15000,76
15000,69
15000,79
15000,69
15000,72
15000,72
15000,75
15000,67
15000,72
15000,95
15000,72
15000,74
15000,70
15000,68
15000,74
15000,73
15000,68
15000,73
15000,69
15000,77
15000,68
15000,67
15000,68
15000,70
15000,75
15000,71
15000,67
15000,68
15000,67
15000,73
15000,69
15000,66
15000,70
15000,74
15000,69
15000,71
15000,68
15000,76
15000,72
15000,67
15000,68
15000,73
15000,74
15000,73
15000,86
15000,69
15000,67
15000,74
15000,67
15000,70
15000,69
15000,68
15000,72
15000,68
15000,67
15000,67
15000,80
15000,72
15000,71
15000,71
15000,71
15000,71
15000,67
15000,78
15000,106
15000,72
15000,73
15000,82
15000,72
15000,71
15000,90
15000,77
15000,70
15000,74
2000,7
2000,13
2000,2
2000,2
2000,2
2000,2
2000,2
2000,3
2000,2
2000,1
2000,1
2000,1
2000,3
2000,2
2000,2
2000,2
2000,2
2000,2
2000,2
2000,2
2000,2
2000,2
2000,2
2000,2
2000,2
2000,1
2000,2
2000,2
2000,2
2000,3
2000,2
2000,2
2000,2
2000,1
2000,2
2000,2
2000,2
2000,2
2000,2
2000,2
2000,2
2000,2
2000,1
2000,2
2000,2
2000,1
2000,2
2000,2
2000,2
2000,2
2000,2
2000,2
2000,2
2000,2
2000,2
2000,2
2000,2
2000,1
2000,2
2000,2
2000,2
2000,2
2000,2
2000,2
2000,2
2000,2
2000,2
2000,2
2000,2
2000,2
2000,1
2000,2
2000,2
2000,2
2000,2
2000,2
2000,1
2000,2
2000,2
2000,1
2000,2
2000,2
2000,2
2000,2
2000,2
2000,2
2000,2
2000,2
2000,2
2000,2
2000,2
2000,2
2000,1
2000,1
2000,2
2000,1
2000,1
2000,2
2000,2
2000,2
20000,131
20000,138
20000,132
20000,126
20000,121
20000,129
20000,126
20000,130
20000,127
20000,128
20000,119
20000,124
20000,130
20000,125
20000,129
20000,126
20000,127
20000,124
20000,123
20000,132
20000,158
20000,131
20000,124
20000,120
20000,120
20000,124
20000,126
20000,122
20000,121
20000,138
20000,119
20000,120
20000,122
20000,122
20000,127
20000,126
20000,126
20000,127
20000,134
20000,137
20000,129
20000,165
20000,126
20000,143
20000,165
20000,126
20000,123
20000,118
20000,126
20000,132
20000,122
20000,123
20000,129
20000,121
20000,155
20000,124
20000,126
20000,130
20000,118
20000,132
20000,128
20000,127
20000,123
20000,137
20000,122
20000,120
20000,128
20000,123
20000,131
20000,124
20000,157
20000,120
20000,125
20000,125
20000,124
20000,118
20000,124
20000,131
20000,131
20000,117
20000,131
20000,129
20000,134
20000,125
20000,125
20000,125
20000,123
20000,123
20000,123
20000,124
20000,118
20000,125
20000,125
20000,122
20000,132
20000,122
20000,120
20000,122
20000,121
20000,135
25000,199
25000,206
25000,190
25000,196
25000,196
25000,192
25000,188
25000,208
25000,201
25000,190
25000,183
25000,192
25000,190
25000,192
25000,187
25000,192
25000,191
25000,202
25000,191
25000,194
25000,189
25000,202
25000,190
25000,196
25000,193
25000,183
25000,185
25000,206
25000,199
25000,192
25000,201
25000,193
25000,182
25000,208
25000,187
25000,196
25000,195
25000,191
25000,193
25000,188
25000,192
25000,194
25000,198
25000,189
25000,189
25000,195
25000,188
25000,187
25000,211
25000,194
25000,189
25000,186
25000,189
25000,189
25000,187
25000,195
25000,190
25000,190
25000,191
25000,189
25000,188
25000,196
25000,193
25000,192
25000,203
25000,197
25000,191
25000,195
25000,209
25000,198
25000,191
25000,194
25000,188
25000,187
25000,202
25000,188
25000,197
25000,194
25000,197
25000,187
25000,200
25000,196
25000,197
25000,189
25000,192
25000,193
25000,191
25000,192
25000,207
25000,189
25000,194
25000,184
25000,195
25000,202
25000,195
25000,186
25000,202
25000,189
25000,191
25000,194
4000,18
4000,20
4000,11
4000,9
4000,9
4000,10
4000,9
4000,11
4000,5
4000,8
4000,9
4000,9
4000,5
4000,10
4000,10
4000,11
4000,5
4000,8
4000,9
4000,10
4000,10
4000,10
4000,9
4000,9
4000,6
4000,10
4000,10
4000,9
4000,9
4000,5
4000,5
4000,10
4000,9
4000,6
4000,10
4000,10
4000,10
4000,8
4000,6
4000,10
4000,10
4000,9
4000,9
4000,8
4000,10
4000,10
4000,10
4000,10
4000,5
4000,7
4000,10
4000,11
4000,7
4000,6
4000,10
4000,10
4000,6
4000,8
4000,10
4000,9
4000,7
4000,9
4000,10
4000,10
4000,8
4000,6
4000,10
4000,10
4000,7
4000,7
4000,11
4000,10
4000,10
4000,7
4000,7
4000,9
4000,10
4000,10
4000,10
4000,8
4000,6
4000,5
4000,9
4000,10
4000,10
4000,8
4000,5
4000,5
4000,9
4000,10
4000,11
4000,6
4000,5
4000,11
4000,10
4000,10
4000,9
4000,7
4000,7
4000,10
6000,18
6000,23
6000,13
6000,12
6000,12
6000,13
6000,12
6000,13
6000,12
6000,15
6000,12
6000,16
6000,11
6000,12
6000,13
6000,13
6000,12
6000,13
6000,13
6000,13
6000,12
6000,12
6000,11
6000,11
6000,12
6000,14
6000,12
6000,12
6000,11
6000,11
6000,13
6000,12
6000,12
6000,12
6000,11
6000,11
6000,11
6000,12
6000,12
6000,13
6000,12
6000,12
6000,13
6000,12
6000,12
6000,14
6000,12
6000,13
6000,11
6000,12
6000,11
6000,12
6000,12
6000,12
6000,11
6000,14
6000,11
6000,14
6000,12
6000,13
6000,11
6000,12
6000,12
6000,13
6000,12
6000,12
6000,12
6000,12
6000,12
6000,11
6000,13
6000,12
6000,12
6000,11
6000,13
6000,12
6000,12
6000,11
6000,12
6000,12
6000,11
6000,13
6000,12
6000,12
